Match_ID,Team 1,Team 2,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Winning_Innings
ODI # 305,West Indies,Australia,Sydney,1985-02-12 00:00:00,West Indies,Australia,Away,Home,Second,First,2nd
ODI # 307,England,Australia,Melbourne,1985-02-17 00:00:00,Australia,Australia,Away,Home,First,Second,2nd
ODI # 309,Pakistan,India,Melbourne,1985-02-20 00:00:00,India,Australia,Neutral,Neutral,First,Second,2nd
ODI # 310,Sri Lanka,New Zealand,Melbourne,1985-02-23 00:00:00,New Zealand,Australia,Neutral,Neutral,Second,First,1st
ODI # 311,Pakistan,Australia,Melbourne,1985-02-24 00:00:00,Pakistan,Australia,Away,Home,First,Second,1st
ODI # 312,India,England,Sydney,1985-02-26 00:00:00,India,Australia,Neutral,Neutral,First,Second,1st
ODI # 313,West Indies,Sri Lanka,Melbourne,1985-02-27 00:00:00,West Indies,Australia,Neutral,Neutral,Second,First,2nd
ODI # 314,Pakistan,England,Melbourne,1985-03-02 00:00:00,Pakistan,Australia,Neutral,Neutral,First,Second,1st
ODI # 315,India,Australia,Melbourne,1985-03-03 00:00:00,India,Australia,Away,Home,Second,First,2nd
ODI # 316,New Zealand,India,Sydney,1985-03-05 00:00:00,India,Australia,Neutral,Neutral,First,Second,2nd
ODI # 317,West Indies,Pakistan,Melbourne,1985-03-06 00:00:00,Pakistan,Australia,Neutral,Neutral,First,Second,2nd
ODI # 318,West Indies,New Zealand,Sydney,1985-03-09 00:00:00,West Indies,Australia,Neutral,Neutral,Second,First,2nd
ODI # 319,Pakistan,India,Melbourne,1985-03-10 00:00:00,India,Australia,Neutral,Neutral,First,Second,2nd
ODI # 320,New Zealand,West Indies,St John's,1985-03-20 00:00:00,West Indies,West Indies,Away,Home,Second,First,1st
ODI # 321,Pakistan,India,Sharjah,1985-03-22 00:00:00,India,U.A.E.,Neutral,Neutral,Second,First,1st
ODI # 322,England,Australia,Sharjah,1985-03-24 00:00:00,Australia,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 323,Pakistan,England,Sharjah,1985-03-26 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,First,Second,1st
ODI # 324,New Zealand,West Indies,Port of Spain,1985-03-27 00:00:00,West Indies,West Indies,Away,Home,First,Second,2nd
ODI # 325,India,Australia,Sharjah,1985-03-29 00:00:00,India,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 326,New Zealand,West Indies,Albion,1985-04-14 00:00:00,West Indies,West Indies,Away,Home,Second,First,1st
ODI # 327,New Zealand,West Indies,Port of Spain,1985-04-17 00:00:00,West Indies,West Indies,Away,Home,First,Second,2nd
ODI # 328,New Zealand,West Indies,Bridgetown,1985-04-23 00:00:00,West Indies,West Indies,Away,Home,Second,First,1st
ODI # 329,Australia,England,Manchester,1985-05-30 00:00:00,Australia,England,Away,Home,Second,First,2nd
ODI # 330,Australia,England,Birmingham,1985-06-01 00:00:00,Australia,England,Away,Home,Second,First,2nd
ODI # 331,Australia,England,Lord's,1985-06-03 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 332,India,Sri Lanka,Colombo,1985-08-25 00:00:00,India,Sri Lanka,Away,Home,Second,First,2nd
ODI # 333,India,Sri Lanka,Colombo,1985-09-21 00:00:00,Sri Lanka,Sri Lanka,Away,Home,Second,First,1st
ODI # 335,Sri Lanka,Pakistan,Peshawar,1985-10-13 00:00:00,Pakistan,Pakistan,Away,Home,First,Second,2nd
ODI # 336,Sri Lanka,Pakistan,Gujranwala,1985-10-23 00:00:00,Pakistan,Pakistan,Away,Home,Second,First,1st
ODI # 337,Sri Lanka,Pakistan,Lahore,1985-10-25 00:00:00,Pakistan,Pakistan,Away,Home,First,Second,2nd
ODI # 338,Sri Lanka,Pakistan,Hyderabad,1985-11-03 00:00:00,Pakistan,India,Neutral,Neutral,Second,First,1st
ODI # 339,West Indies,Pakistan,Sharjah,1985-11-15 00:00:00,West Indies,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 340,Pakistan,India,Sharjah,1985-11-17 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,First,Second,1st
ODI # 341,West Indies,India,Sharjah,1985-11-22 00:00:00,West Indies,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 342,West Indies,Pakistan,Gujranwala,1985-11-27 00:00:00,West Indies,Pakistan,Away,Home,Second,First,2nd
ODI # 343,West Indies,Pakistan,Lahore,1985-11-29 00:00:00,Pakistan,Pakistan,Away,Home,First,Second,2nd
ODI # 344,West Indies,Pakistan,Peshawar,1985-12-02 00:00:00,West Indies,Pakistan,Away,Home,First,Second,1st
ODI # 345,West Indies,Pakistan,Rawalpindi,1985-12-04 00:00:00,Pakistan,Pakistan,Away,Home,First,Second,2nd
ODI # 346,West Indies,Pakistan,Karachi,1985-12-06 00:00:00,West Indies,Pakistan,Away,Home,Second,First,2nd
ODI # 348,New Zealand,India,Brisbane,1986-01-11 00:00:00,India,Australia,Neutral,Neutral,First,Second,2nd
ODI # 349,India,Australia,Brisbane,1986-01-12 00:00:00,Australia,Australia,Away,Home,First,Second,2nd
ODI # 350,New Zealand,Australia,Sydney,1986-01-14 00:00:00,Australia,Australia,Away,Home,First,Second,2nd
ODI # 351,India,Australia,Melbourne,1986-01-16 00:00:00,India,Australia,Away,Home,Second,First,2nd
ODI # 352,New Zealand,India,Perth,1986-01-18 00:00:00,New Zealand,Australia,Neutral,Neutral,Second,First,2nd
ODI # 353,New Zealand,Australia,Perth,1986-01-19 00:00:00,Australia,Australia,Away,Home,First,Second,2nd
ODI # 354,India,Australia,Sydney,1986-01-21 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 355,New Zealand,India,Melbourne,1986-01-23 00:00:00,New Zealand,Australia,Neutral,Neutral,Second,First,2nd
ODI # 356,New Zealand,India,Adelaide,1986-01-25 00:00:00,India,Australia,Neutral,Neutral,First,Second,2nd
ODI # 357,India,Australia,Adelaide,1986-01-26 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 358,New Zealand,Australia,Adelaide,1986-01-27 00:00:00,New Zealand,Australia,Away,Home,First,Second,1st
ODI # 359,New Zealand,Australia,Sydney,1986-01-29 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 360,India,Australia,Melbourne,1986-01-31 00:00:00,India,Australia,Away,Home,Second,First,2nd
ODI # 361,New Zealand,India,Launceston,1986-02-02 00:00:00,India,Australia,Neutral,Neutral,Second,First,1st
ODI # 362,India,Australia,Sydney,1986-02-05 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 363,India,Australia,Melbourne,1986-02-09 00:00:00,Australia,Australia,Away,Home,First,Second,2nd
ODI # 364,England,West Indies,Kingston,1986-02-18 00:00:00,West Indies,West Indies,Away,Home,First,Second,2nd
ODI # 365,Pakistan,Sri Lanka,Kandy,1986-03-02 00:00:00,Pakistan,Sri Lanka,Away,Home,Second,First,2nd
ODI # 366,England,West Indies,Port of Spain,1986-03-04 00:00:00,England,West Indies,Away,Home,Second,First,2nd
ODI # 368,Pakistan,Sri Lanka,Colombo,1986-03-11 00:00:00,Pakistan,Sri Lanka,Away,Home,Second,First,2nd
ODI # 369,Australia,New Zealand,Dunedin,1986-03-19 00:00:00,New Zealand,New Zealand,Away,Home,Second,First,1st
ODI # 370,England,West Indies,Bridgetown,1986-03-19 00:00:00,West Indies,West Indies,Away,Home,Second,First,1st
ODI # 371,Australia,New Zealand,Christchurch,1986-03-22 00:00:00,New Zealand,New Zealand,Away,Home,Second,First,1st
ODI # 372,Australia,New Zealand,Wellington,1986-03-26 00:00:00,Australia,New Zealand,Away,Home,Second,First,2nd
ODI # 373,Australia,New Zealand,Auckland,1986-03-29 00:00:00,Australia,New Zealand,Away,Home,First,Second,1st
ODI # 374,Pakistan,Sri Lanka,Colombo,1986-03-30 00:00:00,Pakistan,Sri Lanka,Away,Home,First,Second,1st
ODI # 375,Pakistan,Bangladesh,Moratuwa,1986-03-31 00:00:00,Pakistan,Sri Lanka,Neutral,Neutral,Second,First,2nd
ODI # 376,England,West Indies,Port of Spain,1986-03-31 00:00:00,West Indies,West Indies,Away,Home,First,Second,2nd
ODI # 377,Bangladesh,Sri Lanka,Kandy,1986-04-02 00:00:00,Sri Lanka,Sri Lanka,Away,Home,First,Second,2nd
ODI # 378,New Zealand,Sri Lanka,Colombo,1986-04-05 00:00:00,New Zealand,Sri Lanka,Away,Home,Second,First,2nd
ODI # 379,Pakistan,Sri Lanka,Colombo,1986-04-06 00:00:00,Sri Lanka,Sri Lanka,Away,Home,First,Second,2nd
ODI # 380,Pakistan,New Zealand,Colombo,1986-04-07 00:00:00,Pakistan,Sri Lanka,Neutral,Neutral,Second,First,2nd
ODI # 381,New Zealand,India,Sharjah,1986-04-10 00:00:00,India,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 382,Pakistan,Australia,Sharjah,1986-04-11 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 383,Sri Lanka,India,Sharjah,1986-04-13 00:00:00,India,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 384,Pakistan,New Zealand,Sharjah,1986-04-15 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 385,Pakistan,India,Sharjah,1986-04-18 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 386,India,England,The Oval,1986-05-24 00:00:00,India,England,Away,Home,Second,First,2nd
ODI # 387,India,England,Manchester,1986-05-26 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 388,New Zealand,England,Leeds,1986-07-16 00:00:00,New Zealand,England,Away,Home,First,Second,1st
ODI # 389,New Zealand,England,Manchester,1986-07-18 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 390,Australia,India,Jaipur,1986-09-07 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 391,Australia,India,Srinagar,1986-09-09 00:00:00,Australia,India,Away,Home,Second,First,2nd
ODI # 393,Australia,India,Delhi,1986-10-02 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 394,Australia,India,Ahmedabad,1986-10-05 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 395,Australia,India,Rajkot,1986-10-07 00:00:00,Australia,India,Away,Home,Second,First,2nd
ODI # 396,West Indies,Pakistan,Peshawar,1986-10-17 00:00:00,West Indies,Pakistan,Away,Home,Second,First,2nd
ODI # 397,West Indies,Pakistan,Gujranwala,1986-11-04 00:00:00,West Indies,Pakistan,Away,Home,First,Second,1st
ODI # 398,West Indies,Pakistan,Sialkot,1986-11-14 00:00:00,West Indies,Pakistan,Away,Home,Second,First,2nd
ODI # 399,West Indies,Pakistan,Multan,1986-11-17 00:00:00,West Indies,Pakistan,Away,Home,First,Second,1st
ODI # 400,West Indies,Pakistan,Hyderabad,1986-11-18 00:00:00,Pakistan,India,Neutral,Neutral,Second,First,1st
ODI # 401,Sri Lanka,India,Sharjah,1986-11-27 00:00:00,India,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 402,West Indies,Pakistan,Sharjah,1986-11-28 00:00:00,West Indies,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 403,West Indies,India,Sharjah,1986-11-30 00:00:00,West Indies,U.A.E.,Neutral,Neutral,First,Second,1st
ODI # 404,Sri Lanka,Pakistan,Sharjah,1986-12-02 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 405,West Indies,Sri Lanka,Sharjah,1986-12-03 00:00:00,West Indies,U.A.E.,Neutral,Neutral,First,Second,1st
ODI # 406,Pakistan,India,Sharjah,1986-12-05 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 407,Sri Lanka,India,Kanpur,1986-12-24 00:00:00,Sri Lanka,India,Away,Home,First,Second,1st
ODI # 408,West Indies,Pakistan,Perth,1986-12-30 00:00:00,Pakistan,Australia,Neutral,Neutral,Second,First,1st
ODI # 409,England,Australia,Perth,1987-01-01 00:00:00,England,Australia,Away,Home,First,Second,1st
ODI # 410,Pakistan,Australia,Perth,1987-01-02 00:00:00,Pakistan,Australia,Away,Home,Second,First,2nd
ODI # 411,West Indies,England,Perth,1987-01-03 00:00:00,England,Australia,Neutral,Neutral,Second,First,1st
ODI # 412,West Indies,Australia,Perth,1987-01-04 00:00:00,West Indies,Australia,Away,Home,First,Second,1st
ODI # 413,Pakistan,England,Perth,1987-01-05 00:00:00,England,Australia,Neutral,Neutral,First,Second,2nd
ODI # 414,Pakistan,England,Perth,1987-01-07 00:00:00,England,Australia,Neutral,Neutral,First,Second,2nd
ODI # 415,Sri Lanka,India,Guwahati,1987-01-11 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 416,Sri Lanka,India,Delhi,1987-01-13 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 417,Sri Lanka,India,Vadodara,1987-01-15 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 418,West Indies,England,Brisbane,1987-01-17 00:00:00,England,Australia,Neutral,Neutral,First,Second,2nd
ODI # 419,Sri Lanka,India,Mumbai,1987-01-17 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 420,England,Australia,Brisbane,1987-01-18 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 421,West Indies,Australia,Melbourne,1987-01-20 00:00:00,West Indies,Australia,Away,Home,Second,First,2nd
ODI # 422,England,Australia,Sydney,1987-01-22 00:00:00,England,Australia,Away,Home,Second,First,2nd
ODI # 423,West Indies,England,Adelaide,1987-01-24 00:00:00,England,Australia,Neutral,Neutral,Second,First,1st
ODI # 424,West Indies,Australia,Adelaide,1987-01-25 00:00:00,West Indies,Australia,Away,Home,First,Second,1st
ODI # 425,England,Australia,Adelaide,1987-01-26 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 426,Pakistan,India,Indore,1987-01-27 00:00:00,Pakistan,India,Away,Home,Second,First,2nd
ODI # 427,West Indies,Australia,Sydney,1987-01-28 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 428,West Indies,England,Melbourne,1987-01-30 00:00:00,West Indies,Australia,Neutral,Neutral,Second,First,2nd
ODI # 429,England,Australia,Melbourne,1987-02-01 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 430,West Indies,England,Devonport,1987-02-03 00:00:00,England,Australia,Neutral,Neutral,Second,First,1st
ODI # 431,West Indies,Australia,Sydney,1987-02-06 00:00:00,Australia,Australia,Away,Home,First,Second,2nd
ODI # 432,England,Australia,Melbourne,1987-02-08 00:00:00,England,Australia,Away,Home,Second,First,2nd
ODI # 433,England,Australia,Sydney,1987-02-11 00:00:00,England,Australia,Away,Home,First,Second,1st
ODI # 434,Pakistan,India,Kolkata,1987-02-18 00:00:00,Pakistan,India,Away,Home,Second,First,2nd
ODI # 435,West Indies,New Zealand,Dunedin,1987-03-18 00:00:00,West Indies,New Zealand,Away,Home,First,Second,1st
ODI # 437,West Indies,New Zealand,Auckland,1987-03-21 00:00:00,West Indies,New Zealand,Away,Home,Second,First,2nd
ODI # 438,Pakistan,India,Pune,1987-03-22 00:00:00,Pakistan,India,Away,Home,Second,First,2nd
ODI # 439,Pakistan,India,Nagpur,1987-03-24 00:00:00,Pakistan,India,Away,Home,First,Second,1st
ODI # 440,Pakistan,India,Jamshedpur,1987-03-26 00:00:00,Pakistan,India,Away,Home,Second,First,2nd
ODI # 441,West Indies,New Zealand,Christchurch,1987-03-28 00:00:00,West Indies,New Zealand,Away,Home,Second,First,2nd
ODI # 442,India,England,Sharjah,1987-04-02 00:00:00,India,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 443,Pakistan,Australia,Sharjah,1987-04-03 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 444,India,Australia,Sharjah,1987-04-05 00:00:00,India,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 445,Pakistan,England,Sharjah,1987-04-07 00:00:00,England,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 446,England,Australia,Sharjah,1987-04-09 00:00:00,England,U.A.E.,Neutral,Neutral,First,Second,1st
ODI # 447,Pakistan,India,Sharjah,1987-04-10 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 448,Pakistan,England,The Oval,1987-05-21 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 449,Pakistan,England,Nottingham,1987-05-23 00:00:00,Pakistan,England,Away,Home,Second,First,2nd
ODI # 450,Pakistan,England,Birmingham,1987-05-25 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 451,Sri Lanka,Pakistan,Hyderabad,1987-10-08 00:00:00,Pakistan,India,Neutral,Neutral,Second,First,1st
ODI # 453,Australia,India,Chennai,1987-10-09 00:00:00,Australia,India,Away,Home,First,Second,1st
ODI # 452,West Indies,England,Gujranwala,1987-10-09 00:00:00,England,Pakistan,Neutral,Neutral,First,Second,2nd
ODI # 454,Zimbabwe,New Zealand,Hyderabad,1987-10-10 00:00:00,New Zealand,India,Neutral,Neutral,Second,First,1st
ODI # 455,England,Pakistan,Rawalpindi,,Pakistan,Pakistan,Away,Home,Second,First,1st
ODI # 456,Zimbabwe,Australia,Chennai,1987-10-13 00:00:00,Australia,India,Neutral,Neutral,Second,First,1st
ODI # 457,West Indies,Sri Lanka,Karachi,1987-10-13 00:00:00,West Indies,Pakistan,Neutral,Neutral,First,Second,1st
ODI # 458,New Zealand,India,Bengaluru,1987-10-14 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 459,West Indies,Pakistan,Lahore,1987-10-16 00:00:00,Pakistan,Pakistan,Away,Home,First,Second,2nd
ODI # 461,Zimbabwe,India,Mumbai,1987-10-17 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 460,Sri Lanka,England,Peshawar,1987-10-17 00:00:00,England,Pakistan,Neutral,Neutral,Second,First,1st
ODI # 462,New Zealand,Australia,Indore,,Australia,India,Neutral,Neutral,Second,First,1st
ODI # 463,England,Pakistan,Karachi,1987-10-20 00:00:00,Pakistan,Pakistan,Away,Home,First,Second,2nd
ODI # 464,West Indies,Sri Lanka,Kanpur,1987-10-21 00:00:00,West Indies,India,Neutral,Neutral,First,Second,1st
ODI # 465,Australia,India,Delhi,1987-10-22 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 466,Zimbabwe,New Zealand,Kolkata,1987-10-23 00:00:00,New Zealand,India,Neutral,Neutral,First,Second,2nd
ODI # 467,Sri Lanka,Pakistan,Faisalabad,1987-10-25 00:00:00,Pakistan,Pakistan,Away,Home,Second,First,1st
ODI # 468,West Indies,England,Jaipur,1987-10-26 00:00:00,England,India,Neutral,Neutral,Second,First,1st
ODI # 469,Zimbabwe,India,Ahmedabad,1987-10-26 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 470,New Zealand,Australia,Chandigarh,1987-10-27 00:00:00,Australia,India,Neutral,Neutral,Second,First,1st
ODI # 471,Zimbabwe,Australia,Cuttack,1987-10-30 00:00:00,Australia,India,Neutral,Neutral,Second,First,1st
ODI # 472,Sri Lanka,England,Pune,1987-10-30 00:00:00,England,India,Neutral,Neutral,First,Second,2nd
ODI # 473,West Indies,Pakistan,Karachi,1987-10-30 00:00:00,West Indies,Pakistan,Away,Home,First,Second,1st
ODI # 474,New Zealand,India,Nagpur,1987-10-31 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 475,Australia,Pakistan,Lahore,1987-11-04 00:00:00,Australia,Pakistan,Away,Home,First,Second,1st
ODI # 476,England,India,Mumbai,1987-11-05 00:00:00,England,India,Away,Home,First,Second,1st
ODI # 477,England,Australia,Kolkata,1987-11-08 00:00:00,Australia,India,Neutral,Neutral,Second,First,1st
ODI # 478,England,Pakistan,Lahore,1987-11-18 00:00:00,England,Pakistan,Away,Home,Second,First,2nd
ODI # 479,England,Pakistan,Karachi,1987-11-20 00:00:00,England,Pakistan,Away,Home,First,Second,1st
ODI # 480,England,Pakistan,Peshawar,1987-11-22 00:00:00,England,Pakistan,Away,Home,First,Second,1st
ODI # 481,West Indies,India,Nagpur,1987-12-08 00:00:00,West Indies,India,Away,Home,First,Second,1st
ODI # 482,West Indies,India,Guwahati,1987-12-23 00:00:00,West Indies,India,Away,Home,First,Second,1st
ODI # 484,Sri Lanka,Australia,Perth,1988-01-02 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 483,West Indies,India,Kolkata,1988-01-02 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 485,New Zealand,Australia,Perth,1988-01-03 00:00:00,New Zealand,Australia,Away,Home,First,Second,1st
ODI # 486,Sri Lanka,New Zealand,Sydney,1988-01-05 00:00:00,New Zealand,Australia,Neutral,Neutral,First,Second,2nd
ODI # 487,West Indies,India,Rajkot,1988-01-05 00:00:00,West Indies,India,Away,Home,Second,First,2nd
ODI # 488,New Zealand,Australia,Melbourne,1988-01-07 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 489,West Indies,India,Ahmedabad,1988-01-07 00:00:00,West Indies,India,Away,Home,First,Second,1st
ODI # 490,Sri Lanka,New Zealand,Adelaide,1988-01-09 00:00:00,New Zealand,Australia,Neutral,Neutral,First,Second,2nd
ODI # 491,Sri Lanka,Australia,Adelaide,1988-01-10 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 492,Sri Lanka,New Zealand,Hobart,1988-01-12 00:00:00,Sri Lanka,Australia,Neutral,Neutral,Second,First,2nd
ODI # 493,Sri Lanka,Australia,Melbourne,1988-01-14 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 494,Sri Lanka,New Zealand,Brisbane,1988-01-16 00:00:00,New Zealand,Australia,Neutral,Neutral,First,Second,2nd
ODI # 495,New Zealand,Australia,Brisbane,1988-01-17 00:00:00,Australia,Australia,Away,Home,First,Second,2nd
ODI # 496,Sri Lanka,Australia,Sydney,1988-01-19 00:00:00,Australia,Australia,Away,Home,First,Second,2nd
ODI # 497,West Indies,India,Faridabad,1988-01-19 00:00:00,West Indies,India,Away,Home,Second,First,2nd
ODI # 498,New Zealand,Australia,Sydney,1988-01-20 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 499,New Zealand,Australia,Melbourne,1988-01-22 00:00:00,Australia,Australia,Away,Home,First,Second,2nd
ODI # 500,West Indies,India,Gwalior,1988-01-22 00:00:00,West Indies,India,Away,Home,First,Second,1st
ODI # 501,New Zealand,Australia,Sydney,1988-01-24 00:00:00,Australia,Australia,Away,Home,First,Second,2nd
ODI # 502,West Indies,India,Thiruvananthapuram,1988-01-25 00:00:00,West Indies,India,Away,Home,Second,First,2nd
ODI # 503,England,Australia,Melbourne,1988-02-04 00:00:00,Australia,Australia,Away,Home,Second,First,1st
ODI # 504,England,New Zealand,Dunedin,1988-03-09 00:00:00,England,New Zealand,Away,Home,Second,First,2nd
ODI # 505,England,New Zealand,Christchurch,1988-03-12 00:00:00,England,New Zealand,Away,Home,Second,First,2nd
ODI # 506,Pakistan,West Indies,Kingston,1988-03-12 00:00:00,West Indies,West Indies,Away,Home,Second,First,1st
ODI # 507,Pakistan,West Indies,St John's,1988-03-15 00:00:00,West Indies,West Indies,Away,Home,First,Second,2nd
ODI # 508,England,New Zealand,Napier,1988-03-16 00:00:00,New Zealand,New Zealand,Away,Home,First,Second,2nd
ODI # 509,Pakistan,West Indies,Port of Spain,1988-03-18 00:00:00,West Indies,West Indies,Away,Home,Second,First,1st
ODI # 510,England,New Zealand,Auckland,1988-03-19 00:00:00,New Zealand,New Zealand,Away,Home,First,Second,2nd
ODI # 511,Pakistan,West Indies,Port of Spain,1988-03-20 00:00:00,West Indies,West Indies,Away,Home,First,Second,2nd
ODI # 512,Sri Lanka,India,Sharjah,1988-03-25 00:00:00,India,U.A.E.,Neutral,Neutral,Second,First,1st
ODI # 513,New Zealand,India,Sharjah,1988-03-27 00:00:00,India,U.A.E.,Neutral,Neutral,Second,First,1st
ODI # 514,Sri Lanka,New Zealand,Sharjah,1988-03-29 00:00:00,New Zealand,U.A.E.,Neutral,Neutral,Second,First,1st
ODI # 515,Pakistan,West Indies,Georgetown,1988-03-30 00:00:00,West Indies,West Indies,Away,Home,First,Second,2nd
ODI # 516,Sri Lanka,New Zealand,Sharjah,1988-03-31 00:00:00,New Zealand,U.A.E.,Neutral,Neutral,Second,First,1st
ODI # 517,New Zealand,India,Sharjah,1988-04-01 00:00:00,India,U.A.E.,Neutral,Neutral,Second,First,1st
ODI # 518,West Indies,England,Birmingham,1988-05-19 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 519,West Indies,England,Leeds,1988-05-21 00:00:00,England,England,Away,Home,Second,First,1st
ODI # 520,West Indies,England,Lord's,,England,England,Away,Home,First,Second,2nd
ODI # 521,Sri Lanka,England,The Oval,1988-09-04 00:00:00,England,England,Away,Home,First,Second,2nd
ODI # 523,West Indies,India,Sharjah,1988-10-16 00:00:00,India,U.A.E.,Neutral,Neutral,Second,First,1st
ODI # 524,West Indies,Pakistan,Sharjah,1988-10-18 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,Second,First,1st
ODI # 525,Pakistan,India,Sharjah,1988-10-19 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,First,Second,1st
ODI # 526,West Indies,India,Sharjah,1988-10-21 00:00:00,West Indies,U.A.E.,Neutral,Neutral,Second,First,2nd
ODI # 527,West Indies,Pakistan,Sharjah,1988-10-22 00:00:00,West Indies,U.A.E.,Neutral,Neutral,First,Second,1st
ODI # 528,Sri Lanka,Pakistan,Dhaka,1988-10-27 00:00:00,Sri Lanka,Bangladesh,Neutral,Neutral,Second,First,2nd
ODI # 529,India,Bangladesh,Chittagong,1988-10-27 00:00:00,India,Bangladesh,Away,Home,Second,First,2nd
ODI # 530,Sri Lanka,India,Dhaka,1988-10-29 00:00:00,Sri Lanka,Bangladesh,Neutral,Neutral,First,Second,1st
ODI # 531,Pakistan,Bangladesh,Chittagong,1988-10-29 00:00:00,Pakistan,Bangladesh,Away,Home,First,Second,1st
ODI # 532,Pakistan,India,Dhaka,1988-10-31 00:00:00,India,Bangladesh,Neutral,Neutral,First,Second,2nd
ODI # 533,Sri Lanka,Bangladesh,Dhaka,1988-11-02 00:00:00,Sri Lanka,Bangladesh,Away,Home,Second,First,2nd
ODI # 534,Sri Lanka,India,Dhaka,1988-11-04 00:00:00,India,Bangladesh,Neutral,Neutral,First,Second,2nd
ODI # 535,West Indies,Pakistan,Adelaide,1988-12-10 00:00:00,West Indies,Australia,Neutral,Neutral,First,Second,1st
ODI # 536,New Zealand,India,Visakhapatnam,1988-12-10 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 537,Pakistan,Australia,Adelaide,1988-12-11 00:00:00,Australia,Australia,Away,Home,First,Second,2nd
ODI # 538,New Zealand,India,Cuttack,1988-12-12 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 539,West Indies,Australia,Sydney,1988-12-13 00:00:00,West Indies,Australia,Away,Home,First,Second,1st
ODI # 540,West Indies,Australia,Melbourne,1988-12-15 00:00:00,West Indies,Australia,Away,Home,First,Second,1st
ODI # 541,New Zealand,India,Indore,1988-12-15 00:00:00,India,India,Away,Home,Second,First,1st
ODI # 542,West Indies,Pakistan,Hobart,1988-12-17 00:00:00,West Indies,Australia,Neutral,Neutral,First,Second,1st
ODI # 543,New Zealand,India,Vadodara,1988-12-17 00:00:00,India,India,Away,Home,First,Second,2nd
ODI # 544,West Indies,Pakistan,Perth,1989-01-01 00:00:00,West Indies,Australia,Neutral,Neutral,Second,First,2nd
ODI # 545,Pakistan,Australia,Perth,1989-01-02 00:00:00,Pakistan,Australia,Away,Home,First,Second,1st
